,network,station,channel,P,Pg,Pn,S,Sg,Sn,P_weight,Pg_weight,Pn_weight,S_weight,Sg_weight,Sn_weight,origin_time,origin_time_uncertainty,origin_latitude,origin_latitude_uncertainty,origin_longitude,origin_longitude_uncertainty,depth,depth_uncertainty,origin_ID,distance,azimuth,takeoff_angle
4222,MN,TUE,BH,2013-07-24T14:11:39.740000Z,-1,-1,-1,-1,-1,0.007,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,82.3754,354.208,22.3
4223,TA,N41A,BH,2013-07-24T14:09:14.520000Z,-1,-1,-1,-1,-1,0.002,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,58.6053,62.7952,30.4
4224,G,ECH,BH,2013-07-24T14:11:30.310000Z,-1,-1,-1,-1,-1,0.007,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,80.7558,355.844,22.9
4225,AK,FID,BH,2013-07-24T14:03:53.650000Z,-1,-1,-1,-1,-1,0.002,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,20.2378,49.5512,52.1
4226,US,BMO,BH,2013-07-24T14:06:59.750000Z,-1,-1,-1,-1,-1,0.002,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,40.6443,73.9663,36.9
4227,IM,NC204,BH,2013-07-24T14:10:13.310000Z,-1,-1,-1,-1,-1,0.009,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,67.5356,354.926,27.3
4228,G,CLF,BH,2013-07-24T14:11:32.920000Z,-1,-1,-1,-1,-1,0.007,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,81.0809,359.147,22.8
4229,TA,456A,BH,2013-07-24T14:10:35.120000Z,-1,-1,-1,-1,-1,0.002,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,70.7425,64.7594,26.2
4230,US,WMOK,BH,2013-07-24T14:09:10.950000Z,-1,-1,-1,-1,-1,0.003,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,58.047,72.9404,30.6
4231,US,AMTX,BH,2013-07-24T14:08:57.860000Z,-1,-1,-1,-1,-1,0.003,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,56.1973,74.747,31.3
4232,CO,HODGE,HH,2013-07-24T14:10:17.310000Z,-1,-1,-1,-1,-1,0.002,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,68.0029,62.4358,27.2
4233,PR,PDPR,BH,2013-07-24T14:12:15.660000Z,-1,-1,-1,-1,-1,0.001,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,89.6658,61.0111,19.9
4234,JP,ASAJ,BH,2013-07-24T14:04:58.000000Z,-1,-1,-1,-1,-1,0.007,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,26.581,269.628,41.0
4235,AU,WR1,BH,2013-07-24T14:11:37.160000Z,-1,-1,-1,-1,-1,0.011,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,81.8458,223.84,22.5
4236,IM,NC602,BH,2013-07-24T14:10:16.080000Z,-1,-1,-1,-1,-1,0.009,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,68.0289,354.451,27.2
4237,TA,TUL1,BH,2013-07-24T14:09:17.390000Z,-1,-1,-1,-1,-1,0.002,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,59.0269,69.9787,30.3
4238,IM,KEST,BH,2013-07-24T14:12:30.780000Z,-1,-1,-1,-1,-1,0.003,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,93.0611,353.232,19.6
4239,TA,250A,BH,2013-07-24T14:10:13.490000Z,-1,-1,-1,-1,-1,0.002,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,67.3812,66.7547,27.4
4240,NE,PQI,HH,2013-07-24T14:10:02.070000Z,-1,-1,-1,-1,-1,0.003,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,65.8417,44.7187,27.9
4241,AK,DOT,BH,2013-07-24T14:04:13.700000Z,-1,-1,-1,-1,-1,0.003,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,22.1642,42.6084,50.7
4242,TA,J48A,BH,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,60.6608,56.4248,17.0
4243,GE,GSI,BH,2013-07-24T14:11:52.650000Z,-1,-1,-1,-1,-1,0.007,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,84.8654,265.861,21.4
4244,TA,Y58A,BH,2013-07-24T14:10:28.090000Z,-1,-1,-1,-1,-1,0.002,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,69.6802,60.9473,26.6
4245,TA,Y59A,BH,2013-07-24T14:10:30.280000Z,-1,-1,-1,-1,-1,0.002,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,70.0519,60.3607,26.5
4246,TA,T57A,BH,2013-07-24T14:10:14.410000Z,-1,-1,-1,-1,-1,0.002,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,67.6006,58.4797,27.3
4247,AV,OKER,EH,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,7.05358,67.6422,86.3
4248,CN,WALA,BH,2013-07-24T14:06:58.270000Z,-1,-1,-1,-1,-1,0.002,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,40.5291,66.5809,36.9
4249,TW,TPUB,BH,2013-07-24T14:08:40.800000Z,-1,-1,-1,-1,-1,0.009,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,53.7321,262.502,32.1
4250,AK,PPLA,BH,2013-07-24T14:03:35.740000Z,-1,-1,-1,-1,-1,0.003,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,18.4807,40.6506,53.1
4251,AK,PIN,BH,2013-07-24T14:04:25.790000Z,-1,-1,-1,-1,-1,0.002,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,23.2466,52.583,49.8
4252,IW,LOHW,BH,2013-07-24T14:07:37.440000Z,-1,-1,-1,-1,-1,0.002,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,45.3494,71.5938,35.2
4253,NN,PAH,HH,2013-07-24T14:07:12.240000Z,-1,-1,-1,-1,-1,0.003,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,42.2481,81.7,36.3
4254,PR,STVI,BH,2013-07-24T14:12:17.720000Z,-1,-1,-1,-1,-1,0.001,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,89.9739,59.9961,19.8
4255,CI,ISA,BH,2013-07-24T14:07:36.680000Z,-1,-1,-1,-1,-1,0.004,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,45.307,85.6528,35.2
4256,NC,AFD,HH,2013-07-24T14:07:07.110000Z,-1,-1,-1,-1,-1,0.003,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,41.7157,83.711,36.5
4257,IU,LSZ,BH,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,137.994,319.103,7.7
4258,IM,PD31,BH,2013-07-24T14:07:46.280000Z,-1,-1,-1,-1,-1,0.002,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,46.4617,71.9366,34.8
4259,CU,SDDR,BH,2013-07-24T14:11:58.820000Z,-1,-1,-1,-1,-1,0.002,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,85.9463,64.4909,21.1
4260,TA,P48A,BH,2013-07-24T14:09:40.700000Z,-1,-1,-1,-1,-1,0.002,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,62.4727,60.5093,29.1
4261,AV,KIKV,EH,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,1.29355,61.0601,89.5
4262,RE,PV13,HH,2013-07-24T14:08:11.150000Z,-1,-1,-1,-1,-1,0.003,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,49.712,76.3766,33.6
4263,RE,PV21,HH,2013-07-24T14:08:08.420000Z,-1,-1,-1,-1,-1,0.003,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,49.3645,76.0681,33.7
4264,AV,SPU,EH,2013-07-24T14:03:27.290000Z,-1,-1,-1,-1,-1,0.002,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,17.8332,45.7744,53.3
4265,II,RAYN,BH,2013-07-24T14:12:43.670000Z,-1,-1,-1,-1,-1,0.004,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,95.8847,319.835,19.3
4266,IW,FXWY,BH,2013-07-24T14:07:35.410000Z,-1,-1,-1,-1,-1,0.002,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,45.0824,71.811,35.3
4267,AK,BAL,BH,2013-07-24T14:04:16.210000Z,-1,-1,-1,-1,-1,0.002,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,22.3376,49.8376,50.6
4268,TA,E46A,BH,2013-07-24T14:09:12.590000Z,-1,-1,-1,-1,-1,0.002,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,58.2843,54.1384,30.5
4269,IM,PEA0B,BH,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,14.3993,286.479,82.3
4270,GE,FAKI,BH,2013-07-24T14:10:17.410000Z,-1,-1,-1,-1,-1,0.011,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,68.0173,234.177,27.2
4271,TA,D53A,BH,2013-07-24T14:09:30.620000Z,-1,-1,-1,-1,-1,0.002,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,61.0638,49.8927,29.5
4272,BK,CMB,BH,2013-07-24T14:07:13.700000Z,-1,-1,-1,-1,-1,0.004,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,42.6301,84.377,36.2
4273,MX,LNIG,BH,2013-07-24T14:09:54.690000Z,-1,-1,-1,-1,-1,0.003,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,64.5712,81.3064,28.3
4274,US,OXF,BH,2013-07-24T14:09:48.610000Z,-1,-1,-1,-1,-1,0.002,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,63.7359,66.9391,28.6
4275,MX,ZAIG,BH,2013-07-24T14:09:52.740000Z,-1,-1,-1,-1,-1,0.004,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,64.1875,85.2132,28.5
4276,AK,SCRK,BH,2013-07-24T14:04:14.780000Z,-1,-1,-1,-1,-1,0.003,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,22.2999,41.8087,50.6
4277,WY,YPP,HH,2013-07-24T14:07:34.060000Z,-1,-1,-1,-1,-1,0.002,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,44.8569,70.945,35.4
4278,IM,FIA0,SH,2013-07-24T14:10:01.330000Z,-1,-1,-1,-1,-1,0.01,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,65.8651,347.133,27.9
4279,AT,MENT,BH,2013-07-24T14:04:13.180000Z,-1,-1,-1,-1,-1,0.003,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,22.1136,44.5411,50.8
4280,TA,ABTX,BH,2013-07-24T14:09:17.400000Z,-1,-1,-1,-1,-1,0.003,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,58.9777,75.311,30.3
4281,AG,FCAR,HH,2013-07-24T14:09:31.850000Z,-1,-1,-1,-1,-1,0.002,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,61.1907,67.6157,29.5
4282,RE,PV17,HH,2013-07-24T14:08:09.690000Z,-1,-1,-1,-1,-1,0.003,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,49.5507,76.3448,33.6
4283,TU,ILGA,BH,2013-07-24T14:11:47.190000Z,-1,-1,-1,-1,-1,0.008,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,83.7289,335.788,21.8
4284,TA,BGNE,BH,2013-07-24T14:08:41.850000Z,-1,-1,-1,-1,-1,0.002,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,53.9984,66.5436,32.0
4285,CI,PASC,BH,2013-07-24T14:07:43.270000Z,-1,-1,-1,-1,-1,0.004,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,46.4498,87.0185,34.8
4286,IW,DLMT,BH,2013-07-24T14:07:19.740000Z,-1,-1,-1,-1,-1,0.002,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,43.1912,70.6504,36.0
4287,AK,MCK,BH,2013-07-24T14:03:52.360000Z,-1,-1,-1,-1,-1,0.003,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,20.1667,40.2596,52.2
4288,US,SDCO,BH,2013-07-24T14:08:28.580000Z,-1,-1,-1,-1,-1,0.003,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,51.9949,74.6224,32.8
4289,TA,121A,BH,2013-07-24T14:08:42.600000Z,-1,-1,-1,-1,-1,0.003,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,54.034,81.0498,32.0
4290,IU,KBS,BH,2013-07-24T14:08:11.380000Z,-1,-1,-1,-1,-1,0.011,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,49.9134,357.254,33.5
4291,TA,R55A,BH,2013-07-24T14:10:05.080000Z,-1,-1,-1,-1,-1,0.002,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,66.1905,58.0953,17.6
4292,AV,KICM,EH,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,1.29913,59.1743,89.5
4293,PR,MTP,BH,2013-07-24T14:12:16.520000Z,-1,-1,-1,-1,-1,0.001,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,89.8595,60.601,19.9
4294,BK,HOPS,BH,2013-07-24T14:06:57.970000Z,-1,-1,-1,-1,-1,0.004,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,40.3721,85.1463,37.0
4295,RE,PV04,HH,2013-07-24T14:08:09.430000Z,-1,-1,-1,-1,-1,0.003,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,49.5151,76.1948,33.7
4296,TA,Z50A,BH,2013-07-24T14:10:08.380000Z,-1,-1,-1,-1,-1,0.002,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,66.6485,65.5836,27.6
4297,RE,PV10,HH,2013-07-24T14:08:09.040000Z,-1,-1,-1,-1,-1,0.003,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,49.4962,76.3886,33.7
4298,II,WRAB,BH,2013-07-24T14:11:36.090000Z,-1,-1,-1,-1,-1,0.011,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,81.8289,223.827,22.5
4299,US,HLID,BH,2013-07-24T14:07:19.390000Z,-1,-1,-1,-1,-1,0.002,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,43.091,73.894,36.0
4300,IM,SONA0,SH,2013-07-24T14:07:47.060000Z,-1,-1,-1,-1,-1,0.011,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,46.5847,296.66,9.8
4301,US,HAWA,BH,2013-07-24T14:06:41.720000Z,-1,-1,-1,-1,-1,0.002,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,38.5137,73.1482,37.6
4302,AE,113A,BH,2013-07-24T14:08:14.030000Z,-1,-1,-1,-1,-1,0.004,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,50.1451,85.1447,33.4
4303,MN,VTS,BH,2013-07-24T14:11:50.380000Z,-1,-1,-1,-1,-1,0.007,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,84.5131,343.752,21.6
4304,TA,214A,BH,2013-07-24T14:08:22.480000Z,-1,-1,-1,-1,-1,0.004,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,51.2881,85.214,33.0
4305,IU,CCM,BH,2013-07-24T14:09:24.940000Z,-1,-1,-1,-1,-1,0.002,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,60.1967,65.2747,31.3
4306,GO,TBLG,HH,2013-07-24T14:11:26.110000Z,-1,-1,-1,-1,-1,0.009,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,79.8533,328.367,23.2
4307,US,AGMN,BH,2013-07-24T14:08:18.740000Z,-1,-1,-1,-1,-1,0.002,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,51.0035,58.4668,33.1
4308,IC,XAN,BH,2013-07-24T14:08:38.640000Z,-1,-1,-1,-1,-1,0.01,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,53.5616,280.922,32.2
4309,TA,SFIN,BH,2013-07-24T14:09:30.910000Z,-1,-1,-1,-1,-1,0.002,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,60.9133,60.793,29.6
4310,NN,PNT,HH,2013-07-24T14:07:14.690000Z,-1,-1,-1,-1,-1,0.003,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,42.4843,82.5861,36.2
4311,AV,GSMY,EH,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,1.98936,65.8794,89.1
4312,NE,EMMW,HH,2013-07-24T14:10:11.440000Z,-1,-1,-1,-1,-1,0.003,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,67.606,45.7469,27.3
4313,TA,T47A,BH,2013-07-24T14:09:47.030000Z,-1,-1,-1,-1,-1,0.002,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,63.2907,63.5142,28.8
4314,RE,PV03,HH,2013-07-24T14:08:10.380000Z,-1,-1,-1,-1,-1,0.003,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,49.6348,76.2976,33.6
4315,AV,MSW,BH,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,7.89547,65.6128,85.9
