,network,station,channel,P,Pg,Pn,S,Sg,Sn,P_weight,Pg_weight,Pn_weight,S_weight,Sg_weight,Sn_weight,origin_time,origin_time_uncertainty,origin_latitude,origin_latitude_uncertainty,origin_longitude,origin_longitude_uncertainty,depth,depth_uncertainty,origin_ID,distance,azimuth,takeoff_angle
4128,AK,CCB,BH,2013-07-24T14:04:00.200000Z,-1,-1,-1,-1,-1,0.003,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,20.9984,38.4666,8.0
4129,AG,CCAR,HH,2013-07-24T14:09:43.390000Z,-1,-1,-1,-1,-1,0.002,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,62.781,68.9657,28.9
4130,NM,PARM,HH,2013-07-24T14:09:38.340000Z,-1,-1,-1,-1,-1,0.002,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,62.0176,65.4628,29.2
4131,TW,SSLB,BH,2013-07-24T14:08:36.620000Z,-1,-1,-1,-1,-1,0.009,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,53.1741,262.638,32.3
4132,NN,SHP,HH,2013-07-24T14:07:47.420000Z,-1,-1,-1,-1,-1,0.003,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,46.8451,82.376,34.6
4133,IU,TUC,BH,2013-07-24T14:08:30.550000Z,-1,-1,-1,-1,-1,0.004,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,52.3168,83.4022,32.6
4134,TA,Q54A,BH,2013-07-24T14:09:59.800000Z,-1,-1,-1,-1,-1,0.002,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,65.2969,58.0229,28.1
4135,US,SCIA,BH,2013-07-24T14:08:59.780000Z,-1,-1,-1,-1,-1,0.002,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,56.4822,63.152,31.2
4136,LD,BRNJ,BH,2013-07-24T14:10:10.810000Z,-1,-1,-1,-1,-1,0.002,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,67.2868,52.8787,27.4
4137,US,TPNV,BH,2013-07-24T14:07:41.290000Z,-1,-1,-1,-1,-1,0.003,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,45.8844,82.6687,35.0
4138,AK,COLD,BH,2013-07-24T14:04:06.370000Z,-1,-1,-1,-1,-1,0.005,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,21.4135,30.8859,51.3
4139,RE,PV09,EH,2013-07-24T14:08:07.740000Z,-1,-1,-1,-1,-1,0.003,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,49.3069,76.2352,33.7
4140,IU,WVT,BH,2013-07-24T14:09:48.340000Z,-1,-1,-1,-1,-1,0.002,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,63.4907,64.6502,28.7
4141,UU,JLU,HH,2013-07-24T14:07:47.800000Z,-1,-1,-1,-1,-1,0.003,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,46.603,75.4932,34.7
4142,US,MVCO,BH,2013-07-24T14:08:17.150000Z,-1,-1,-1,-1,-1,0.003,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,50.5117,77.1146,33.3
4143,IM,FIA1,BH,2013-07-24T14:10:02.120000Z,-1,-1,-1,-1,-1,0.01,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,65.864,347.132,27.9
4144,TA,V56A,BH,2013-07-24T14:10:15.560000Z,-1,-1,-1,-1,-1,0.002,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,67.8088,60.1407,27.2
4145,WY,YHB,HH,2013-07-24T14:07:29.090000Z,-1,-1,-1,-1,-1,0.002,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,44.3566,70.6022,35.5
4146,AK,RC01,BH,2013-07-24T14:03:37.980000Z,-1,-1,-1,-1,-1,0.002,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,18.8591,47.2661,52.9
4147,AK,BCP,BH,2013-07-24T14:04:28.310000Z,-1,-1,-1,-1,-1,0.002,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,23.5435,53.0027,41.7
4148,NA,SMRT,BH,2013-07-24T14:12:23.680000Z,-1,-1,-1,-1,-1,0.001,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,91.2433,58.6912,19.7
4149,NM,SIUC,BH,2013-07-24T14:09:35.030000Z,-1,-1,-1,-1,-1,0.002,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,61.5779,64.296,29.4
4150,AK,ANM,BH,-1,-1,2013-07-24T14:02:54.620000Z,-1,-1,-1,-1.0,-1.0,0.008,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,15.1163,22.9513,72.4
4151,MY,KKM,BH,2013-07-24T14:10:27.980000Z,-1,-1,-1,-1,-1,0.009,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,69.663,253.779,26.6
4152,SC,LAZ,EH,2013-07-24T14:08:37.640000Z,-1,-1,-1,-1,-1,0.003,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,53.3644,78.9487,32.3
4153,IU,KONO,BH,2013-07-24T14:10:24.010000Z,-1,-1,-1,-1,-1,0.009,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,69.2206,355.353,26.8
4154,RE,PV19,HH,2013-07-24T14:08:09.020000Z,-1,-1,-1,-1,-1,0.003,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,49.5174,76.3298,33.7
4155,TA,O20A,BH,2013-07-24T14:08:04.240000Z,-1,-1,-1,-1,-1,0.003,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,48.8322,73.974,33.9
4156,IC,LSA,BH,2013-07-24T14:10:15.200000Z,-1,-1,-1,-1,-1,0.009,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,67.3714,289.626,27.4
4157,AK,HOM,BH,2013-07-24T14:03:24.260000Z,-1,-1,-1,-1,-1,0.002,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,17.5226,50.7495,53.4
4158,AV,GAEA,EH,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,0.538977,16.7407,89.9
4159,US,HWUT,BH,2013-07-24T14:07:42.060000Z,-1,-1,-1,-1,-1,0.003,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,45.9351,74.4505,35.0
4160,TA,C40A,BH,2013-07-24T14:08:46.580000Z,-1,-1,-1,-1,-1,0.002,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,54.7752,55.3553,31.8
4161,IM,NB201,BH,2013-07-24T14:10:14.680000Z,-1,-1,-1,-1,-1,0.009,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,67.7308,354.621,27.3
4162,UW,OMAK,BH,2013-07-24T14:06:33.300000Z,-1,-1,-1,-1,-1,0.002,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,37.6914,70.2464,37.9
4163,TA,X51A,BH,2013-07-24T14:10:05.990000Z,-1,-1,-1,-1,-1,0.002,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,66.2996,63.9051,27.8
4164,IM,NC303,BH,2013-07-24T14:10:12.890000Z,-1,-1,-1,-1,-1,0.009,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,67.5514,354.606,27.3
4165,NM,CLTN,HH,2013-07-24T14:09:54.200000Z,-1,-1,-1,-1,-1,0.002,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,64.3664,63.7131,28.4
4166,TA,KMSC,BH,2013-07-24T14:10:15.670000Z,-1,-1,-1,-1,-1,0.002,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,67.8435,61.1693,27.2
4167,UU,CVRU,HH,2013-07-24T14:07:57.090000Z,-1,-1,-1,-1,-1,0.003,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,47.7996,77.1284,34.3
4168,CN,MOQ,EH,2013-07-24T14:09:56.630000Z,-1,-1,-1,-1,-1,0.002,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,64.9403,48.1498,28.2
4169,TA,SUSD,BH,2013-07-24T14:08:24.630000Z,-1,-1,-1,-1,-1,0.002,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,51.6324,64.0541,32.9
4170,IU,QSPA,BH,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,141.021,180.068,7.5
4171,CO,JSC,HH,2013-07-24T14:10:20.800000Z,-1,-1,-1,-1,-1,0.002,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,68.5208,61.7387,27.0
4172,II,PFO,BH,2013-07-24T14:07:57.260000Z,-1,-1,-1,-1,-1,0.004,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,47.9021,86.3022,34.2
4173,IM,ARE0,BH,2013-07-24T14:09:11.980000Z,-1,-1,-1,-1,-1,0.011,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,58.1803,350.133,30.6
4174,IM,BR131,BH,2013-07-24T14:11:53.120000Z,-1,-1,-1,-1,-1,0.007,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,84.9951,335.393,21.4
4175,UO,PINE,BH,2013-07-24T14:06:45.690000Z,-1,-1,-1,-1,-1,0.003,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,38.9921,77.5298,37.5
4176,TA,R53A,BH,2013-07-24T14:09:59.260000Z,-1,-1,-1,-1,-1,0.002,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,65.1714,59.2155,28.1
4177,UU,NLU,HH,2013-07-24T14:07:47.670000Z,-1,-1,-1,-1,-1,0.003,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,46.6121,76.5993,34.7
4178,AV,ETKA,EH,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,1.72302,68.7919,89.3
4179,TA,L40A,BH,2013-07-24T14:09:06.080000Z,-1,-1,-1,-1,-1,0.002,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,57.4905,61.8359,30.8
4180,CN,INK,BH,2013-07-24T14:05:05.090000Z,-1,-1,-1,-1,-1,0.004,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,27.6229,34.8441,10.1
4181,BK,WDC,BH,2013-07-24T14:06:52.990000Z,-1,-1,-1,-1,-1,0.003,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,39.7769,82.7797,37.2
4182,IU,PET,BH,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,13.8284,286.054,82.6
4183,NN,RYN,HH,2013-07-24T14:07:19.520000Z,-1,-1,-1,-1,-1,0.003,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,43.433,82.3793,35.9
4184,IM,ESBB,BH,2013-07-24T14:12:13.500000Z,-1,-1,-1,-1,-1,0.004,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,89.3305,3.8163,19.9
4185,US,EGMT,BH,2013-07-24T14:07:21.010000Z,-1,-1,-1,-1,-1,0.002,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,43.4385,65.8498,35.9
4186,IU,MAKZ,BH,2013-07-24T14:09:24.110000Z,-1,-1,-1,-1,-1,0.011,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,60.1492,308.626,29.9
4187,TA,R50A,BH,2013-07-24T14:09:50.890000Z,-1,-1,-1,-1,-1,0.002,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,63.9129,60.7483,28.6
4188,UU,SRU,HH,2013-07-24T14:07:58.630000Z,-1,-1,-1,-1,-1,0.003,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,48.0766,76.5033,34.2
4189,AK,NIKH,BH,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,6.47729,70.7562,86.7
4190,IU,PAB,BH,2013-07-24T14:12:12.670000Z,-1,-1,-1,-1,-1,0.004,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,89.4441,4.12209,19.9
4191,US,RLMT,BH,2013-07-24T14:07:36.760000Z,-1,-1,-1,-1,-1,0.002,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,45.2879,69.0817,35.2
4192,US,ECSD,BH,2013-07-24T14:08:37.150000Z,-1,-1,-1,-1,-1,0.002,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,53.3941,63.4266,32.3
4193,UW,TUCA,BH,2013-07-24T14:06:48.280000Z,-1,-1,-1,-1,-1,0.002,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,39.2857,72.2204,37.4
4194,AG,WHAR,HH,2013-07-24T14:09:34.350000Z,-1,-1,-1,-1,-1,0.002,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,61.5133,68.2094,29.4
4195,AK,CNP,BH,2013-07-24T14:03:24.450000Z,-1,-1,-1,-1,-1,0.002,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,17.6883,51.3631,53.4
4196,IC,MDJ,BH,2013-07-24T14:06:05.880000Z,-1,-1,-1,-1,-1,0.008,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,34.468,279.535,39.0
4197,NE,WES,HH,2013-07-24T14:10:13.810000Z,-1,-1,-1,-1,-1,0.002,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,67.5919,49.6831,27.3
4198,AK,SPIA,BH,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,7.82871,37.4596,85.9
4199,NM,BLO,BH,2013-07-24T14:09:38.540000Z,-1,-1,-1,-1,-1,0.002,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,62.0732,61.4178,29.2
4200,TA,W57A,BH,2013-07-24T14:10:20.660000Z,-1,-1,-1,-1,-1,0.002,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,68.5709,60.282,27.0
4201,II,AAK,BH,2013-07-24T14:10:09.940000Z,-1,-1,-1,-1,-1,0.01,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,66.8369,309.783,27.6
4202,CI,MWC,BH,2013-07-24T14:07:43.070000Z,-1,-1,-1,-1,-1,0.004,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,46.4954,86.8692,34.8
4203,IU,WCI,BH,2013-07-24T14:09:43.810000Z,-1,-1,-1,-1,-1,0.002,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,62.8648,62.025,28.9
4204,PS,PSI,BH,2013-07-24T14:11:42.770000Z,-1,-1,-1,-1,-1,0.008,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,82.9451,265.67,22.1
4205,TA,M54A,BH,2013-07-24T14:09:51.670000Z,-1,-1,-1,-1,-1,0.002,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,64.079,55.3929,28.5
4206,AK,KNK,BH,2013-07-24T14:03:45.280000Z,-1,-1,-1,-1,-1,0.002,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,19.5479,46.8997,52.5
4207,TA,N59A,BH,2013-07-24T14:10:07.620000Z,-1,-1,-1,-1,-1,0.002,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,66.5054,53.4548,27.7
4208,AU,COEN,BH,2013-07-24T14:10:44.330000Z,-1,-1,-1,-1,-1,0.012,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,72.8244,218.636,25.5
4209,IM,PEA1,SH,-1,-1,2013-07-24T14:02:45.400000Z,-1,-1,2013-07-24T14:05:16.550000Z,-1.0,-1.0,0.007,-1.0,-1.0,0.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,14.3994,286.499,80.7
4210,TA,V53A,BH,2013-07-24T14:10:08.980000Z,-1,-1,-1,-1,-1,0.002,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,66.6387,61.7504,27.6
4211,UW,DAVN,BH,2013-07-24T14:06:41.670000Z,-1,-1,-1,-1,-1,0.002,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,38.5806,70.5026,37.6
4212,AE,X16A,BH,2013-07-24T14:08:16.880000Z,-1,-1,-1,-1,-1,0.004,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,50.5047,81.8717,33.3
4213,IU,BBSR,BH,2013-07-24T14:11:20.270000Z,-1,-1,-1,-1,-1,0.002,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,78.7109,51.7339,23.6
4214,US,BLA,BH,2013-07-24T14:10:08.590000Z,-1,-1,-1,-1,-1,0.002,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,66.8158,59.074,27.6
4215,IU,CTAO,BH,2013-07-24T14:11:12.280000Z,-1,-1,-1,-1,-1,0.012,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,77.317,213.388,24.0
4216,GE,TIRR,BH,2013-07-24T14:11:35.860000Z,-1,-1,-1,-1,-1,0.008,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,81.7404,340.595,22.5
4217,NN,YER,HH,2013-07-24T14:07:16.810000Z,-1,-1,-1,-1,-1,0.003,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,42.7703,82.4603,36.1
4218,CN,SCHQ,BH,2013-07-24T14:09:24.730000Z,-1,-1,-1,-1,-1,0.004,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,60.1689,38.0769,29.9
4219,AK,CTG,BH,2013-07-24T14:04:21.000000Z,-1,-1,-1,-1,-1,0.002,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,22.8115,50.2125,50.2
4220,TA,352A,BH,2013-07-24T14:10:19.980000Z,-1,-1,-1,-1,-1,0.002,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,68.52,66.2082,27.0
4221,GE,WIN,BH,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2013-07-24T13:59:21.830000Z,1.75,51.2668,0.045,-178.9987,0.0281,35000.0,1800.0,b000ilip,148.743,330.743,10.7
